CustomerID,Recency,Frequency,Monetary,Predicted_CLV,CLV_Segment,Country
12441.0,367,1,173.55,173.62079999999986,Low,France
12442.0,3,1,172.06,172.08569999999992,Low,Spain
12444.0,21,5,5005.46,5008.164900000009,High,Norway
12445.0,22,1,133.4,133.35689999999988,Low,Spain
12446.0,58,1,1002.3100000000001,1002.2478999999992,Medium,RSA
12447.0,243,1,476.49,476.22499999999985,Medium,Belgium
12448.0,44,1,449.45,449.4147999999998,Medium,Spain
12449.0,22,4,4067.29,4067.139999999995,High,Belgium
12450.0,156,2,197.88,197.85259999999982,Low,Spain
12451.0,11,5,9035.52,9031.153600000005,High,Switzerland
12452.0,17,2,430.57,430.54279999999994,Medium,Switzerland
12453.0,134,1,707.09,706.9960999999993,Medium,Austria
12454.0,56,1,3528.34,3529.034000000005,High,Spain
12455.0,73,6,2466.86,2465.0669999999986,High,Cyprus
12455.0,73,6,2466.86,2465.0669999999986,High,Spain
12456.0,44,3,3181.04,3178.8092999999994,High,Switzerland
12457.0,66,7,2363.23,2362.777800000003,High,Switzerland
12457.0,66,7,2363.23,2362.777800000003,High,Cyprus
12458.0,71,2,947.4,947.7762999999992,Medium,Switzerland
12461.0,94,2,826.88,826.8092000000003,Medium,Switzerland
12462.0,19,2,1189.59,1189.7906999999989,Medium,Spain
12463.0,53,4,1344.78,1344.8499999999992,High,Belgium
12464.0,10,8,1212.05,1212.448800000002,High,Belgium
12465.0,17,2,742.1899999999999,742.4760000000005,Medium,Belgium
12468.0,188,2,729.5400000000001,729.7673000000001,Medium,Germany
12471.0,2,30,19824.05,19958.451200000025,High,Germany
12472.0,32,7,6572.11,6583.5956999999935,High,Germany
12473.0,29,5,3938.5499999999997,3940.898199999998,High,Germany
12474.0,17,18,7375.79,7367.111400000002,High,Germany
12475.0,54,1,723.38,723.2790999999997,Medium,Germany
12476.0,16,11,6816.42,6811.667100000004,High,Germany
12477.0,23,6,13219.74,13289.0841,High,Germany
12478.0,4,1,680.99,680.7237999999996,Medium,Greece
12479.0,11,1,527.2,527.2083999999994,Medium,Germany
12480.0,28,4,3281.63,3282.8178300000022,High,Germany
12481.0,23,10,5596.32,5593.6300999999985,High,Germany
12483.0,17,8,2484.98,2483.8301000000038,High,Sweden
12484.0,33,6,4541.72,4543.180699999992,High,Spain
12488.0,10,3,1298.66,1298.6197000000006,High,France
12489.0,336,1,334.93,334.93440000000015,Low,France
12490.0,5,10,5417.93,5417.590699999997,High,France
12491.0,39,1,460.40000000000003,460.4788000000003,Medium,France
12492.0,63,2,263.21000000000004,263.2351999999995,Low,Germany
12493.0,166,2,433.74,433.74039999999985,Medium,France
12494.0,16,7,1246.1000000000001,1245.9098000000008,High,France
12497.0,82,1,1043.1,1043.1559000000016,Medium,Germany
12498.0,21,3,403.70000000000005,403.70520000000005,Medium,Germany
12500.0,23,11,4257.82,4257.207600000005,High,Germany
12501.0,337,1,2169.39,2167.0955000000044,High,Germany
12502.0,96,5,3723.87,3722.5376999999967,High,Spain
12504.0,18,2,482.04999999999995,482.0610000000005,Medium,Germany
12506.0,233,1,73.5,73.51239999999999,Low,France
12507.0,134,3,1304.81,1304.6687999999986,High,Spain
12508.0,26,2,398.27,398.31449999999967,Medium,France
12509.0,284,1,176.5,176.58299999999997,Low,France
12510.0,143,2,982.5699999999999,982.4804000000013,Medium,Spain
12512.0,66,2,138.03,138.04860000000014,Low,Israel
12513.0,113,1,612.29,612.2040000000004,Medium,France
12514.0,267,1,1017.68,1017.8983999999982,Medium,Italy
12515.0,353,1,383.7,383.70520000000005,Low,Italy
12516.0,78,2,1312.06,1312.1332999999995,High,Germany
12517.0,28,5,2502.84,2503.4990999999995,High,Germany
12518.0,1,5,2056.89,2056.482200000002,High,Germany
12519.0,64,1,340.84,340.9048,Low,Germany
12520.0,79,5,2634.26,2634.4600000000037,High,Germany
12521.0,143,1,599.68,599.8245000000002,Medium,Germany
12522.0,39,2,192.72,192.69869999999995,Low,Germany
12523.0,19,11,1789.77,1789.8530999999991,High,France
12524.0,9,8,4485.72,4485.384899999994,High,Germany
12526.0,1,3,1316.66,1316.4007000000022,High,Germany
12527.0,82,3,348.71000000000004,348.7331999999996,Low,Germany
12528.0,9,6,1933.48,1932.986500000003,High,Germany
12530.0,60,4,1662.28,1662.0799999999988,High,Germany
12531.0,15,1,125.22,125.13559999999983,Low,Germany
12532.0,30,1,349.83000000000004,349.7765000000007,Low,France
12534.0,131,1,1089.18,1089.6646999999984,Medium,Germany
12535.0,92,2,716.35,716.3168999999997,Medium,France
12536.0,43,3,12601.830000000002,12587.00569999999,High,France
12538.0,29,1,363.95,363.9122000000003,Low,Spain
12539.0,22,4,5568.35,5572.659499999991,High,Spain
12540.0,20,17,13400.24,13389.304100000003,High,Spain
12541.0,30,3,981.18,981.4440999999987,Medium,Spain
12544.0,36,1,372.7,372.6766000000002,Low,Spain
12545.0,75,2,1000.39,1000.3502000000002,Medium,Spain
12546.0,47,2,1161.5,1161.5604000000003,Medium,Spain
12547.0,198,2,207.79999999999998,207.7795999999997,Low,Spain
12548.0,166,1,95.19999999999999,95.31470000000003,Low,Spain
12550.0,79,1,964.83,964.6595000000011,Medium,Spain
12551.0,358,1,168.0,168.02920000000003,Low,Spain
12552.0,39,2,437.82,437.77299999999974,Medium,Italy
12553.0,8,10,3692.28,3690.887100000003,High,France
12556.0,50,2,603.71,603.6562999999995,Medium,Spain
12557.0,16,5,11990.960000000001,12112.546699999983,High,Spain
12558.0,8,1,269.96,270.19189999999963,Low,USA
12559.0,311,2,561.71,561.6453999999995,Medium,Germany
12560.0,5,3,2134.01,2132.116300000001,High,Germany
12561.0,303,1,238.85,238.8896999999998,Low,Germany
12562.0,8,7,3781.7400000000002,3784.6754999999957,High,France
12564.0,261,1,456.9,457.0976000000004,Medium,France
12565.0,289,1,145.92,145.8886000000001,Low,Saudi Arabia
12566.0,86,1,351.65,351.5993000000002,Low,Germany
12567.0,23,10,9401.28,9358.03750000001,High,France
12569.0,2,32,4124.69,4121.5546,High,Germany
12571.0,40,2,519.61,519.5364000000004,Medium,France
12572.0,9,2,1020.42,1020.1659999999985,Medium,Germany
12573.0,227,1,160.54000000000002,160.53420000000025,Low,France
12574.0,316,1,218.45,218.43810000000042,Low,France
12576.0,36,5,1315.83,1316.043300000001,High,Poland
12577.0,35,3,657.8,657.7480000000011,Medium,France
12578.0,21,2,2794.51,2794.2454000000034,High,Italy
12579.0,78,1,440.42,440.2122999999994,Medium,France
12580.0,247,1,415.7,415.75709999999987,Medium,Germany
12581.0,40,1,197.71,197.67889999999963,Low,Germany
12582.0,239,2,511.36,511.4788000000002,Medium,Finland
12583.0,3,15,7281.38,7277.292800000004,High,France
12584.0,4,9,2338.15,2338.5436999999974,High,Italy
12585.0,234,2,2040.1,2040.2422000000015,High,Germany
12586.0,17,1,196.94000000000003,196.90029999999996,Low,Italy
12587.0,8,1,144.0,143.9937,Low,Finland
12588.0,39,1,214.89999999999998,214.90690000000004,Low,Finland
12589.0,29,2,646.68,646.5075000000002,Medium,France
12590.0,211,2,9864.26,9840.856,High,Germany
12591.0,317,1,452.84999999999997,452.9406999999994,Medium,Italy
12592.0,92,2,437.6,437.64159999999936,Medium,Germany
12593.0,109,3,418.09999999999997,418.00439999999946,Medium,France
12594.0,38,10,3338.2200000000003,3340.6674999999977,High,Italy
12596.0,51,2,618.27,618.2494999999986,Medium,Spain
12597.0,19,4,3811.22,3810.456599999997,High,Spain
12598.0,10,8,3023.08,3020.4176999999972,High,France
12599.0,29,7,1032.58,1032.8180000000007,Medium,France
12600.0,29,10,2599.04,2599.904700000001,High,Germany
12601.0,190,5,577.0600000000001,576.8163,Medium,Germany
12602.0,59,1,153.12,152.9920000000002,Low,France
12603.0,22,1,739.1999999999999,739.2123999999992,Medium,Germany
12604.0,79,2,254.18,254.18980000000013,Low,France
12607.0,60,1,1579.51,1579.2841999999998,High,USA
12609.0,78,3,1126.85,1126.9033000000013,Medium,Germany
12610.0,23,5,2099.54,2100.0068000000024,High,Italy
12611.0,52,1,1193.32,1193.8130000000017,Medium,Italy
12612.0,74,1,704.0400000000001,704.0652000000002,Medium,Germany
12613.0,57,5,3344.38,3344.223900000004,High,Germany
12614.0,278,1,315.6,315.68149999999974,Low,Germany
12615.0,2,4,2291.19,2290.8427000000006,High,France
12616.0,95,2,713.3,713.1184000000005,Medium,France
12617.0,29,1,355.53,355.55389999999977,Low,France
12618.0,22,1,177.31,177.26909999999995,Low,Italy
12619.0,16,9,3641.24,3641.335499999997,High,Germany
12620.0,15,3,1339.41,1339.4774000000014,High,France
12621.0,2,20,13689.67,13702.997500000003,High,Germany
12622.0,232,1,180.1,180.20100000000005,Low,Germany
12623.0,276,1,305.1,305.13039999999967,Low,Germany
12624.0,106,2,641.13,641.1618999999994,Medium,France
12625.0,212,2,2683.82,2683.963400000005,High,Germany
12626.0,23,9,6620.48,6618.038699999994,High,Germany
12627.0,11,7,4478.53,4480.4933000000065,High,Germany
12628.0,4,3,786.46,786.6945000000001,Medium,Germany
12630.0,10,2,1270.88,1270.687500000001,High,Finland
12631.0,57,1,640.5,640.5977,Medium,Finland
12633.0,59,4,2163.98,2163.1051000000034,High,Germany
12635.0,90,2,1689.18,1689.2509999999966,High,Germany
12637.0,67,8,6021.9,6020.006200000008,High,France
12638.0,33,1,671.69,671.8923000000001,Medium,Sweden
12639.0,239,1,486.1,486.4096999999995,Medium,Sweden
12640.0,24,3,1174.58,1174.4147000000012,Medium,France
12641.0,115,1,185.9,185.92199999999974,Low,Sweden
12642.0,25,3,1013.26,1013.2780999999985,Medium,Germany
12643.0,128,6,3344.64,3344.6028000000056,High,France
12644.0,130,1,477.91,477.9817000000008,Medium,Germany
12645.0,34,4,1775.18,1775.172099999997,High,Germany
12646.0,5,2,1346.97,1346.2530000000002,High,USA
12647.0,22,12,3722.82,3722.555700000003,High,Germany
12648.0,155,1,318.05,318.0292999999997,Low,Germany
12649.0,107,3,623.51,623.4350000000006,Medium,Germany
12650.0,3,1,314.44,314.46679999999975,Low,France
12651.0,335,1,114.0,114.04330000000002,Low,France
12652.0,331,1,919.98,920.0216999999998,Medium,France
12653.0,149,2,2209.85,2209.103000000002,High,Israel
12654.0,11,5,601.98,601.9571000000007,Medium,Germany
12656.0,17,5,4051.17,4051.7852999999973,High,France
12657.0,11,4,1643.18,1643.2460999999976,High,France
12658.0,19,1,686.05,685.4788000000012,Medium,Germany
12659.0,30,1,91.68,91.73570000000011,Low,France
12660.0,11,1,245.1,244.97459999999964,Low,France
12662.0,1,11,3849.78,3848.7439000000068,High,Germany
12664.0,8,9,4881.88,4879.4103000000005,High,Finland
12665.0,325,1,63.0,63.003600000000006,Low,Germany
12667.0,58,1,620.13,620.1613999999995,Medium,Finland
12668.0,12,4,3807.15,3807.993700000004,High,Germany
12669.0,151,3,2744.0299999999997,2742.7461999999996,High,France
12670.0,10,5,2996.05,2995.836899999997,High,France
12672.0,330,1,225.89999999999998,225.8769000000002,Low,France
12673.0,5,2,610.52,610.3917999999989,Medium,Germany
12674.0,39,4,1970.6,1970.8405000000025,High,France
12676.0,25,6,1331.39,1331.5698000000004,High,Sweden
12678.0,42,12,17628.46,17543.902599999998,High,France
12679.0,59,4,1113.02,1112.4839000000002,Medium,France
12680.0,1,4,862.81,862.7177999999992,Medium,France
12681.0,15,22,13787.54,13808.633900000008,High,France
12682.0,4,31,12288.22,12295.577199999983,High,France
12683.0,4,15,8476.57,8497.408499999989,High,France
12684.0,8,7,2283.63,2283.8040000000015,High,France
12685.0,28,6,2863.08,2863.280099999997,High,France
12686.0,372,1,89.14,89.12100000000011,Low,France
12688.0,114,1,4873.8099999999995,4875.650099999996,High,Israel
12689.0,26,2,1247.61,1247.4072000000006,High,France
12690.0,206,1,389.01,388.9633999999998,Medium,France
12691.0,28,6,1035.8,1036.0269000000005,Medium,France
12693.0,127,4,855.91,856.0053000000016,Medium,Germany
12694.0,70,2,869.67,869.7081999999992,Medium,France
12695.0,7,4,582.1,582.3376999999991,Medium,France
12697.0,29,3,957.59,957.6907999999992,Medium,Sweden
12700.0,8,4,4939.99,4940.277599999996,High,France
12701.0,80,2,797.71,798.0502000000006,Medium,Germany
12702.0,20,1,219.0,219.0497999999999,Low,Germany
12703.0,71,1,283.55,283.56349999999964,Low,Germany
12704.0,7,8,2340.84,2339.9438999999984,High,Finland
12705.0,15,9,6868.29,6879.785200000004,High,Germany
12707.0,292,1,603.42,603.4540999999995,Medium,France
12708.0,30,10,2712.91,2711.6181000000006,High,Germany
12709.0,15,15,9736.52,9733.463700000008,High,Germany
12710.0,97,3,1149.02,1147.9642000000003,Medium,Germany
12712.0,29,13,4396.13,4401.168700000003,High,Germany
12713.0,1,1,848.55,848.3064000000012,Medium,Germany
12714.0,9,5,4708.86,4697.763999999996,High,France
12715.0,106,1,353.86,353.86240000000043,Low,Sweden
12716.0,4,2,1053.49,1053.4774000000014,Medium,France
12717.0,151,2,1030.98,1030.8847,Medium,Greece
12718.0,71,1,238.25,238.4666,Low,France
12719.0,5,2,644.95,645.1009999999999,Medium,France
12720.0,3,25,5781.73,5769.739599999995,High,Germany
12721.0,32,6,2656.13,2656.0037000000025,High,France
12722.0,85,4,997.63,997.5893000000008,Medium,France
12723.0,4,5,725.07,725.2196000000004,Medium,France
12724.0,5,4,1031.41,1031.492700000002,Medium,France
12725.0,371,1,427.8,427.74220000000025,Medium,Italy
12726.0,28,7,2609.1,2608.2384000000015,High,France
12727.0,11,7,3980.7,3982.030100000002,High,France
12728.0,71,4,836.33,836.4480000000007,Medium,France
12729.0,114,1,453.01,452.98240000000004,Medium,France
12731.0,24,12,18895.91,19054.17239999999,High,France
12732.0,180,1,236.26000000000002,236.29009999999974,Low,France
12733.0,234,1,383.95,384.0053000000002,Low,USA
12734.0,353,1,110.39999999999999,110.36919999999988,Low,France
12735.0,315,2,779.5699999999999,779.6858000000008,Medium,France
12736.0,333,1,234.0,234.02449999999993,Low,France
12738.0,372,1,155.35,155.34170000000017,Low,Germany
12739.0,78,2,1013.04,1012.8761999999984,Medium,United Arab Emirates
12740.0,64,1,427.6,427.61459999999954,Medium,France
12743.0,134,2,546.43,546.4440000000001,Medium,Unspecified
12744.0,52,7,21279.29,21141.242500000015,High,Singapore
12747.0,2,11,4196.01,4196.931700000002,High,United Kingdom
12748.0,1,210,33719.73,33932.2112,High,United Kingdom
12749.0,4,5,4090.88,4094.381200000003,High,United Kingdom
12750.0,129,1,275.88,276.0795000000001,Low,Poland
12752.0,81,1,4366.78,4358.166800000007,High,Norway
12753.0,23,6,21429.39,21155.032999999974,High,Japan
12754.0,236,3,3010.74,3012.1253999999967,High,Japan
12755.0,281,2,3811.95,3810.761300000003,High,Japan
12756.0,87,1,112.07999999999998,112.07039999999989,Low,Japan
12757.0,16,13,7857.1,7840.494399999989,High,Portugal
12758.0,117,2,2791.59,2791.6759,High,Portugal
12759.0,52,3,1531.44,1531.3531,High,Netherlands
12762.0,8,2,1898.52,1897.5393999999992,High,Portugal
12763.0,138,2,494.08,494.18090000000075,Medium,Japan
12764.0,317,1,1693.88,1693.6077000000014,High,Lebanon
12766.0,4,7,6989.63,6989.440400000004,High,Portugal
12769.0,239,1,1143.6,1143.4747000000013,Medium,Brazil
12770.0,211,1,1351.45,1351.564399999999,High,Japan
12772.0,60,1,892.47,892.4695000000002,Medium,Portugal
12775.0,17,5,1386.04,1385.821099999998,High,Netherlands
12778.0,20,6,822.23,822.0618000000004,Medium,Netherlands
12779.0,38,8,3981.36,3982.348199999996,High,Poland
12781.0,64,2,826.74,826.6228000000004,Medium,Czech Republic
12782.0,5,5,2330.92,2330.440800000002,High,Portugal
12783.0,2,6,2225.91,2225.7332000000015,High,Portugal
12784.0,9,2,574.42,574.4558999999992,Medium,Portugal
12785.0,364,1,311.95,311.9478000000001,Low,Portugal
12787.0,10,3,463.66,463.66480000000064,Medium,Netherlands
12789.0,65,1,91.85,91.83890000000011,Low,Netherlands
12790.0,192,1,324.92,324.9106999999993,Low,Netherlands
12791.0,374,1,192.60000000000002,192.62419999999995,Low,Netherlands
12792.0,257,1,400.53999999999996,400.66366000000045,Medium,Portugal
12793.0,335,2,545.48,545.7516000000008,Medium,Portugal
12794.0,53,2,860.41,860.2173000000016,Medium,Portugal
12795.0,19,1,430.48,430.48800000000034,Medium,Portugal
12797.0,366,1,254.03,254.06329999999983,Low,Portugal
12798.0,10,3,6977.04,6969.672900000002,High,Japan
12802.0,187,1,427.58,427.57630000000034,Medium,Netherlands
12808.0,37,3,483.65000000000003,483.6903000000005,Medium,Portugal
12809.0,178,1,489.31,489.47889999999956,Medium,Portugal
12811.0,261,3,514.85,514.7581999999996,Medium,Portugal
12812.0,45,1,229.64000000000001,229.53569999999985,Low,Japan
12814.0,102,1,125.92,125.87190000000005,Low,Poland
12815.0,148,2,1063.46,1063.5752000000011,Medium,Poland
12816.0,96,2,572.2,572.3008499999993,Medium,Poland
12817.0,281,1,166.04,166.02420000000026,Low,Austria
12818.0,262,1,1542.08,1541.9536999999996,High,Austria
12820.0,3,4,942.34,942.3767999999986,Medium,United Kingdom
12821.0,214,1,92.72,92.64409999999997,Low,United Kingdom
12822.0,71,2,948.88,948.8620000000003,Medium,United Kingdom
12823.0,75,5,1759.5,1760.1679000000001,High,United Kingdom
12824.0,60,1,397.12,397.08960000000013,Medium,United Kingdom
12826.0,3,7,1474.72,1474.6032000000012,High,United Kingdom
12827.0,6,3,430.15000000000003,430.07880000000046,Medium,United Kingdom
12828.0,3,6,1018.71,1018.9057000000005,Medium,United Kingdom
12829.0,337,2,293.0,292.96849999999995,Low,United Kingdom
12830.0,38,6,6814.64,6809.593500000005,High,United Kingdom
12831.0,262,1,215.05,215.04189999999983,Low,United Kingdom
12832.0,32,2,383.03,383.0091999999997,Low,United Kingdom
12833.0,145,1,417.38,417.3275000000001,Medium,United Kingdom
12834.0,283,1,312.38,312.3007,Low,United Kingdom
12836.0,59,4,2612.86,2612.630799999996,High,United Kingdom
12837.0,173,1,134.1,134.1114000000002,Low,United Kingdom
12838.0,34,2,683.13,683.0898999999996,Medium,United Kingdom
12839.0,3,14,5591.42,5592.902899999998,High,United Kingdom
12840.0,144,4,2726.77,2727.564699999997,High,United Kingdom
12841.0,5,25,4022.35,4019.8766999999957,High,United Kingdom
12842.0,70,2,1118.99,1119.1054000000013,Medium,United Kingdom
12843.0,66,8,1702.26,1702.0367999999996,High,United Kingdom
12844.0,29,2,325.96000000000004,325.9193999999996,Low,United Kingdom
12845.0,267,4,354.09,354.09129999999976,Low,United Kingdom
12847.0,22,1,871.54,870.9731999999989,Medium,United Kingdom
12849.0,31,2,1050.8899999999999,1050.859699999999,Medium,United Kingdom
12851.0,97,1,135.18,135.19740000000004,Low,United Kingdom
12852.0,295,1,311.55,311.5989999999997,Low,United Kingdom
12853.0,135,6,1957.1000000000001,1958.1296000000032,High,United Kingdom
12854.0,79,3,1324.5,1324.5443000000005,High,United Kingdom
12855.0,373,1,38.1,38.22349999999996,Low,United Kingdom
12856.0,8,6,2179.93,2180.403999999997,High,United Kingdom
12857.0,211,2,1106.4,1106.6946999999989,Medium,United Kingdom
12863.0,52,1,521.2,521.1753999999996,Medium,United Kingdom
12864.0,138,1,147.12,147.15130000000025,Low,United Kingdom
12865.0,26,2,1568.23,1568.1762000000006,High,Austria
12866.0,283,1,559.12,559.1306000000005,Medium,Belgium
12867.0,26,7,4036.82,4036.0141000000003,High,United Kingdom
12868.0,186,6,1607.0600000000002,1605.882999999999,High,United Kingdom
12871.0,84,2,380.64,380.60069999999973,Low,United Kingdom
12872.0,327,2,599.97,600.0263000000004,Medium,United Kingdom
12873.0,282,1,374.0,374.02299999999997,Low,United Kingdom
12875.0,143,2,343.2300000000001,343.2999999999997,Low,United Kingdom
12876.0,58,2,2218.02,2219.2083999999973,High,Belgium
12877.0,4,12,1535.77,1535.6137999999994,High,United Kingdom
12878.0,236,2,854.99,854.9846000000005,Medium,United Kingdom
12879.0,45,3,573.22,573.0909400000004,Medium,United Kingdom
12881.0,276,1,298.0,298.1252000000001,Low,United Kingdom
12882.0,9,2,1463.04,1462.8255999999994,High,United Kingdom
12883.0,25,4,703.47,703.6643000000007,Medium,United Kingdom
12884.0,88,1,309.05,309.01449999999977,Low,United Kingdom
12885.0,63,3,1175.22,1174.721200000001,Medium,United Kingdom
12886.0,68,2,1378.4,1378.616099999998,High,United Kingdom
12888.0,214,2,354.12,354.0983999999999,Low,United Kingdom
12890.0,24,1,380.46999999999997,380.49360000000024,Low,United Kingdom
12891.0,186,3,331.0,330.9905000000001,Low,United Kingdom
12893.0,31,1,188.14,188.08559999999983,Low,United Kingdom
12895.0,42,2,372.8,372.80819999999994,Low,United Kingdom
12897.0,205,2,216.5,216.38039999999984,Low,United Kingdom
12901.0,9,28,17654.54,17562.287500000024,High,United Kingdom
12902.0,265,1,138.68,138.7122000000001,Low,United Kingdom
12904.0,18,2,509.58,509.3326000000008,Medium,United Kingdom
12906.0,12,5,2919.81,2918.836499999999,High,United Kingdom
12908.0,176,2,750.0,749.9259999999998,Medium,United Kingdom
12909.0,40,5,2178.67,2179.841300000002,High,United Kingdom
12910.0,23,8,3075.04,3074.8538999999973,High,United Kingdom
12912.0,3,5,1662.3,1662.1631999999993,High,United Kingdom
12913.0,5,5,2483.63,2482.9299000000033,High,United Kingdom
12915.0,149,2,363.65,363.6509000000006,Low,United Kingdom
12916.0,139,4,3006.15,3006.4086999999995,High,United Kingdom
12917.0,128,1,594.0,593.9854,Medium,United Kingdom
12919.0,8,6,1335.19,1335.0229000000002,High,United Kingdom
12920.0,17,1,164.23,164.29929999999982,Low,United Kingdom
12921.0,9,37,16587.09,16576.41250000002,High,United Kingdom
12922.0,161,1,405.38,405.56089999999983,Medium,United Kingdom
12923.0,64,1,176.97,176.99569999999989,Low,United Kingdom
12924.0,88,4,933.7,933.5910999999994,Medium,United Kingdom
12925.0,5,2,694.05,693.8802000000007,Medium,United Kingdom
12928.0,35,5,2062.7000000000003,2062.457600000003,High,United Kingdom
12929.0,312,1,117.85,117.8666000000001,Low,United Kingdom
12930.0,78,2,415.8,415.7954000000001,Medium,United Kingdom
12931.0,22,15,42055.96,41315.341799999966,High,United Kingdom
12933.0,24,3,607.53,607.5573999999993,Medium,United Kingdom
12935.0,2,7,2160.7,2160.1206000000025,High,United Kingdom
12936.0,17,4,1063.9,1063.9302999999986,Medium,United Kingdom
12937.0,15,4,1504.27,1504.8020000000001,High,United Kingdom
12938.0,26,1,114.14,114.15449999999993,Low,United Kingdom
12939.0,64,8,11581.8,11522.704500000009,High,United Kingdom
12940.0,55,2,913.54,913.5578999999989,Medium,United Kingdom
12942.0,131,3,683.9,683.8048000000003,Medium,United Kingdom
12944.0,36,2,604.51,604.5244000000001,Medium,United Kingdom
